title,prog_code,genre,air_date,air_time,Duration
Austin City Limits,EP000004390488,Music,20150703,110000,60.0
MC Today's Country,SH006715140000,Music,20150702,40000,120.0
Longhorn Film Showcase,SH014719080000,Sports non-event,20150702,200000,60.0
The Office,EP007261330063,Sitcom,20150909,30000,30.0
The Office,EP007261330182,Sitcom,20150909,80000,30.0
Miami Ink,EP007601250029,"Reality,Documentary,Art",20150910,80000,60.0
ViaCast TV,SH015815970000,Variety,20150909,150000,270.0
The Office,EP007261330193,Sitcom,20150924,33000,30.0
Miami Ink,EP007601250035,"Reality,Documentary,Art",20150805,40000,60.0
Strange Inheritance,EP020972660013,Documentary,20150805,10000,30.0
MC Today's Country,SH006715140000,Music,20150804,80000,120.0
ViaCast TV,SH015815970000,Variety,20150804,33000,30.0
The Office,EP007261330115,Sitcom,20150616,53000,30.0
The Office,EP007261330199,Sitcom,20150616,30300,27.0
MC Today's Country,SH006715140000,Music,20150616,80000,120.0
The Office,EP007261330205,Sitcom,20151225,153000,30.0
Strange Inheritance,EP020972660035,Documentary,20151226,90000,30.0
MC Today's Country,SH006715140000,Music,20151226,10000,120.0
The Office,EP007261330107,Sitcom,20150609,63500,30.0
The Office,EP007261330111,Sitcom,20150610,60700,30.0
ViaCast TV,SH015815970000,Variety,20150609,53000,270.0
Noticias Regionales,SH019688140000,News,20150609,100000,30.0
The Office,EP007261330023,Sitcom,20150525,60000,30.0
Strange Inheritance,EP020972660016,Documentary,20150524,23000,30.0
Gardening With Ciscoe,SH005298070000,House/garden,20150525,3000,30.0
MC Today's Country,SH006715140000,Music,20150524,80000,120.0
Merv Griffin's Crosswords,SH009535460000,Game show,20151002,153000,30.0
Strange Inheritance,SH020972660000,Documentary,20151003,50000,30.0
Judge Dredd,MV000427950000,"Action,Science fiction",20150806,235000,100.0
Play Piano in a Flash!,SH016685580000,Consumer,20150807,90000,30.0
The Office,EP007261330032,Sitcom,20150828,50000,30.0
The Office,EP007261330174,Sitcom,20150828,63700,30.0
Tanked: Unfiltered,EP015417210011,"Reality,Animals",20150827,190000,60.0
Merv Griffin's Crosswords,SH009535460000,Game show,20150828,173000,30.0
Austin City Limits,EP000004390475,Music,20150713,90000,60.0
The Office,EP007261330226,Sitcom,20150713,220000,30.0
MC Today's Country,SH006715140000,Music,20150713,120000,120.0
The Office,EP007261330156,Sitcom,20150806,83000,30.0
Chasing Shackleton,EP018265000001,Documentary,20150806,50000,60.0
The Jim Gaffigan Show,EP021935450005,Sitcom,20150806,50000,30.0
Sabores de Familia,SH019623880000,Cooking,20150806,133000,30.0
Merv Griffin's Crosswords,SH009535460000,Game show,20150918,153000,30.0
The Office,EP007261330182,Sitcom,20150315,60000,30.0
Miami Ink,EP007601250016,"Reality,Documentary,Art",20150315,10000,60.0
Miami Ink,EP007601250022,"Reality,Documentary,Art",20150314,210000,60.0
Private Parts,MV000499090000,"Biography,Comedy",20150315,63500,115.0
The Office,EP007261330036,Sitcom,20150903,70000,30.0
The Office,EP007261330177,Sitcom,20150902,30000,30.0
Miami Ink,EP007601250025,"Reality,Documentary,Art",20150902,190000,60.0
MC Today's Country,SH006715140000,Music,20150903,80000,120.0
The Office,EP007261330117,Sitcom,20150619,53000,30.0
The Office,EP007261330203,Sitcom,20150618,210000,30.0
Merv Griffin's Crosswords,SH009535460000,Game show,20150619,183000,30.0
MC Today's Country,SH006715140000,Music,20150427,140000,120.0
MC Today's Country,SH006715140000,Music,20150428,10000,180.0
AmeriCarna,EP018057700006,"Reality,Auto",20151007,123000,30.0
Fishin Hog Co.,SH016982500000,Fishing,20151007,233000,30.0
The Office,EP007261330121,Sitcom,20150625,60000,30.0
The Office,EP007261330122,Sitcom,20150626,43000,30.0
The Office,EP007261330062,Sitcom,20150908,80000,30.0
T.I. and Tiny: The Family Hustle,EP014974840045,Reality,20150908,130000,30.0
U.S. Modified Touring Series,EP022100470001,"Sports non-event,Auto racing",20150908,190000,60.0
The Office,EP007261330093,Sitcom,20150810,43000,30.0
La Razón de la Culpa,MV000234200000,"Spanish,Comedy-drama",20150810,13500,105.0
The Office,EP007261330137,Sitcom,20150716,63000,30.0
The Office,EP007261330138,Sitcom,20150717,23000,30.0
Merv Griffin's Crosswords,SH009535460000,Game show,20150716,173000,30.0
Sabores de Familia,SH019623880000,Cooking,20150716,133000,30.0
The Office,EP007261330213,Sitcom,20150630,80000,30.0
Healthy Minds,EP008458500029,Health,20150630,130000,30.0
T.I. and Tiny: The Family Hustle,EP014974840079,Reality,20150701,60700,30.0
Merv Griffin's Crosswords,SH009535460000,Game show,20150630,150000,30.0
ViaCast TV,SH015815970000,Variety,20150701,10000,60.0
The Rush,SH021750490000,Shopping,20150630,80000,60.0
The Office,EP007261330048,Sitcom,20150629,50000,30.0
MC Today's Country,SH006715140000,Music,20150629,180000,120.0
The Office,EP007261330044,Sitcom,20150915,160000,30.0
Merv Griffin's Crosswords,SH009535460000,Game show,20150915,143000,30.0
Menú,SH017510080000,Entertainment,20150915,151500,75.0
UCI Road World Championships Preview,SH022509680000,"Special,Sports non-event,Bicycle racing",20150915,20000,60.0
The Office,EP007261330035,Sitcom,20150902,80000,30.0
News9 at Ten,SH020535700000,News,20150902,20000,60.0
The Office,EP007261330160,Sitcom,20150811,233000,30.0
Merv Griffin's Crosswords,SH009535460000,Game show,20150811,173000,30.0
Sabores de Familia,SH019623880000,Cooking,20150812,133000,30.0
The Office,EP007261330018,Sitcom,20150812,10000,30.0
The Office,EP007261330161,Sitcom,20150813,60500,25.0
The Jim Gaffigan Show,EP021935450001,Sitcom,20150813,20000,30.0
Crashbox,EP002954050016,"Children,Game show",20150825,133000,30.0
Book of Ruth,SH012634530000,Religious,20150825,80000,30.0
Sabores de Familia,SH019623880000,Cooking,20150826,133000,30.0
The Office,EP007261330048,Sitcom,20150921,160000,30.0
Ridículos,SH017029590000,Reality,20150922,20000,30.0
Ridículos,SH017029590000,Reality,20150922,70000,30.0
Crashbox,EP002954050014,"Children,Game show",20150928,133000,30.0
Crashbox,EP002954050054,"Children,Game show",20150423,163000,30.0
The Office,EP007261330074,Sitcom,20150424,30000,34.0
The Office,EP007261330159,Sitcom,20150424,30000,30.0
Merv Griffin's Crosswords,SH009535460000,Game show,20150423,163000,30.0
Merv Griffin's Crosswords,SH009535460000,Game show,20150729,153000,30.0
The Office,EP007261330004,Sitcom,20150721,210000,30.0
The Office,EP007261330144,Sitcom,20150722,63000,30.0
Strange Inheritance,EP020972660001,Documentary,20150722,23000,30.0
MC Today's Country,SH006715140000,Music,20150722,60000,120.0
The Office,EP007261330145,Sitcom,20150409,63000,30.0
The Office,EP007261330146,Sitcom,20150410,43000,30.0
The Office,EP007261330041,Sitcom,20150911,20000,30.0
Halls of Fame,EP000195390435,"Sports non-event,Biography",20151220,3000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151219,80700,28.0
Best Portable Cooktop,SH015669460000,Consumer,20151219,83000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151220,110000,30.0
Entertainment Tonight,EP000014577495,"Newsmagazine,Entertainment",20151221,74500,60.0
Best Portable Cooktop,SH015669460000,Consumer,20151220,193000,30.0
Wild About Animals,EP001536400352,"Animals,Educational",20151213,120000,30.0
Jukebox Oldies,SH011814120000,Music,20151213,230000,240.0
Rollin' on TV,SH013792240000,"Outdoors,Travel",20151213,30000,30.0
Scooby-Doo! Misterios S.A.,SH014096110000,"Children,Adventure,Mystery,Animated",20151214,20000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151227,60000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151227,103700,30.0
Entertainment Tonight,EP000014577500,"Newsmagazine,Entertainment",20151226,0,30.0
Wild About Animals,EP001536400366,"Animals,Educational",20151226,133000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151226,123000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151226,210000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151227,43000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151227,170000,30.0
Entertainment Tonight,EP000014577465,"Newsmagazine,Entertainment",20151115,83000,60.0
Entertainment Tonight,EP000014577465,"Newsmagazine,Entertainment",20151116,73300,60.0
Halls of Fame,EP000195390422,"Sports non-event,Biography",20151115,210000,30.0
Entertainment Tonight,EP000014577489,"Newsmagazine,Entertainment",20151213,70300,60.0
Entertainment Tonight,EP000014577459,"Newsmagazine,Entertainment",20151108,73500,55.0
First Christian Church,SH000872850000,Religious,20151108,153000,30.0
Entertainment Tonight,EP000014577471,"Newsmagazine,Entertainment",20151122,83500,60.0
TV Forum,SH008947590000,Art,20151122,161000,40.0
Scooby-Doo! Misterios S.A.,SH014096110000,"Children,Adventure,Mystery,Animated",20151123,20000,30.0
Entertainment Tonight,EP000014577447,"Newsmagazine,Entertainment",20151025,90000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20151024,183000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151025,63000,30.0
Política Sueca,SH022879420000,"Special,Politics",20151024,180000,60.0
Wild About Animals,EP001536400356,"Animals,Educational",20151031,180000,30.0
Whitetail Properties,EP009435920052,"Outdoors,Hunting",20151031,203000,30.0
Entertainment Tonight,EP000014577471,"Newsmagazine,Entertainment",20151122,43500,60.0
Dance Moms,EP014266580016,"Reality,Dance",20151122,30000,60.0
Jukebox Oldies,SH011814120000,Music,20151121,230000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20151121,183000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151122,60000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151122,73200,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151206,23000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151206,83500,25.0
Entertainment Tonight,EP000014577458,"Newsmagazine,Entertainment",20151107,43500,30.0
Mad Money,EP007323211489,"Bus./financial,News",20151107,80000,60.0
CNN Marketplace Africa,EP012571640007,"Bus./financial,News",20151108,10000,15.0
Entertainment Tonight,EP000014577447,"Newsmagazine,Entertainment",20151025,20000,60.0
Scooby-Doo! Misterios S.A.,SH014096110000,"Children,Adventure,Mystery,Animated",20151025,72500,20.0
Best Portable Cooktop,SH015669460000,Consumer,20151102,93000,30.0
CNN Marketplace Africa,EP012571640009,"Bus./financial,News",20151205,161500,15.0
Best Portable Cooktop,SH015669460000,Consumer,20151206,150000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151129,80300,29.0
Best Portable Cooktop,SH015669460000,Consumer,20151129,120000,30.0
Entertainment Tonight,EP000014577375,"Newsmagazine,Entertainment",20150801,230000,60.0
Tyler Perry's I Can Do Bad All By Myself,MV002466750000,Comedy-drama,20151017,10000,150.0
St. James Baptist Church,SH000221610000,Religious,20151017,130000,30.0
Jukebox Oldies,SH011814120000,Music,20151018,70000,180.0
CNN Marketplace Africa,EP012571640008,"Bus./financial,News",20151130,20000,15.0
Best Portable Cooktop,SH015669460000,Consumer,20151129,80300,30.0
Michoacan Gourmet,SH016997600000,Cooking,20151129,83000,30.0
Entertainment Tonight,EP000014577493,"Newsmagazine,Entertainment",20151218,63700,30.0
The Social,EP017742720705,Talk,20151217,130000,60.0
Entertainment Tonight,EP000014577460,"Newsmagazine,Entertainment",20151110,60700,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151110,43000,30.0
New Birth Church,SH006565350000,Religious,20151019,60000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151018,83000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151019,43500,30.0
Mad Money,EP007323211493,"Bus./financial,News",20151113,80100,60.0
Best Portable Cooktop,SH015669460000,Consumer,20151113,93000,30.0
Entertainment Tonight,EP000014577457,"Newsmagazine,Entertainment",20151106,80000,30.0
Mad Money,EP007323211487,"Bus./financial,News",20151105,100500,55.0
Mad Money,EP007323211488,"Bus./financial,News",20151106,80100,60.0
The Social,EP017742720674,Talk,20151105,180000,60.0
Sac & Co,SH007733880000,Community,20151105,193000,30.0
Entertainment Tonight,EP000014577348,"Newsmagazine,Entertainment",20150614,53500,60.0
Entertainment Tonight,EP000014577348,"Newsmagazine,Entertainment",20150615,43500,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150614,170000,30.0
NewsChannel 21 at 6,SH007328640000,News,20150718,10000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150719,60000,30.0
Entertainment Tonight,EP000014577451,"Newsmagazine,Entertainment",20151030,80000,30.0
Mad Money,EP007323211482,"Bus./financial,News",20151029,83500,55.0
Best Portable Cooktop,SH015669460000,Consumer,20151030,83700,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151030,110000,30.0
Entertainment Tonight,EP000014577496,"Newsmagazine,Entertainment",20151222,13000,30.0
Diálogos en Confianza,EP002031841602,Talk,20151221,153000,120.0
First United Baptist,SH003120530000,Religious,20151222,13000,30.0
Entertainment Tonight,EP000014577336,"Newsmagazine,Entertainment",20150620,53700,30.0
Wild About Animals,EP001536400346,"Animals,Educational",20150621,110000,30.0
The Season,EP017725260004,Sports non-event,20150620,190000,180.0
Best Portable Cooktop,SH015669460000,Consumer,20150621,30000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150621,153000,30.0
Dance Plus,EP022313230001,Entertainment,20151012,30000,30.0
Asia Today,SH000284870000,News,20151011,150000,25.0
First United Baptist,SH003120530000,Religious,20151012,3000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151011,50500,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151011,100000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151012,50000,30.0
Mad Money,EP007323211469,"Bus./financial,News",20151010,80000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20151010,70000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151011,103000,30.0
Entertainment Tonight,EP000014577366,"Newsmagazine,Entertainment",20150725,71200,30.0
GatorZone,SH006764060000,Sports talk,20150726,153000,30.0
Ahora en Nuestra Comunidad,SH009253330000,Public affairs,20150726,110000,30.0
Planning Commission,SH008177790000,"Special,Community,Public affairs",20150719,170000,90.0
Jukebox Oldies,SH011814120000,Music,20150719,140000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20150719,63000,30.0
Ahora en Nuestra Comunidad,SH009253330000,Public affairs,20150613,150000,30.0
Jukebox Oldies,SH011814120000,Music,20150614,20000,300.0
Best Portable Cooktop,SH015669460000,Consumer,20150614,163000,30.0
Entertainment Tonight,EP000014577486,"Newsmagazine,Entertainment",20151210,93000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151211,60000,30.0
Entertainment Tonight,EP000014577429,"Newsmagazine,Entertainment",20151004,20000,60.0
Surprised by Love,MV006650740000,Romance,20151004,230000,120.0
Entertainment Tonight,EP000014577405,"Newsmagazine,Entertainment",20150906,60000,60.0
Entertainment Tonight,EP000014577405,"Newsmagazine,Entertainment",20150907,34500,60.0
Altas Horas,SH004057940000,"Variety,Talk,Interview",20150906,32700,98.0
Best Portable Cooktop,SH015669460000,Consumer,20150907,70000,30.0
Asia Today,SH000284870000,News,20150628,150000,30.0
Hércules,EP002422920034,"Drama,Action,Adventure,Fantasy",20150711,213000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150712,63500,30.0
Mad Money,EP007323211507,"Bus./financial,News",20151203,100000,60.0
Entertainment Tonight,EP000014577460,"Newsmagazine,Entertainment",20151110,80700,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151110,93000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151111,70000,30.0
Entertainment Tonight,EP000014577478,"Newsmagazine,Entertainment",20151130,233000,30.0
Entertainment Tonight,EP000014577498,"Newsmagazine,Entertainment",20151224,80700,30.0
Lamb's Supper,EP001882440003,Religious,20151210,73000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151209,83000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151210,120000,30.0
Entertainment Tonight,EP000014577502,"Newsmagazine,Entertainment",20151229,71200,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151228,53000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151229,153000,30.0
Wild About Animals,EP001536400348,"Animals,Educational",20150829,93000,30.0
Wild About Animals,EP001536400348,"Animals,Educational",20150829,120000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150830,103000,30.0
Entertainment Tonight,EP000014577492,"Newsmagazine,Entertainment",20151217,70700,30.0
Mad Money,EP007323211517,"Bus./financial,News",20151217,100500,55.0
Asia Today,SH000284870000,News,20151229,150000,30.0
TV Forum,SH008947590000,Art,20151229,102000,40.0
Wild About Animals,EP001536400352,"Animals,Educational",20150822,180000,30.0
Dance Moms,EP014266580033,"Reality,Dance",20150823,20000,60.0
Halls of Fame,EP000195390425,"Sports non-event,Biography",20150622,80000,30.0
NBC 4 News,SH007662750000,News,20150914,63500,25.0
TV Forum,SH008947590000,Art,20150914,102000,40.0
Destination Polaris,SH011604420000,"Sports non-event,Outdoors",20150913,160000,30.0
Destination Polaris,SH011604420000,"Sports non-event,Outdoors",20150914,13000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150914,40000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150914,153000,30.0
Cool Runnings,MV000374010000,Comedy-drama,20151102,121500,105.0
KEYE News at Five,SH005165670000,News,20151102,230000,30.0
Scooby-Doo! Misterios S.A.,SH014096110000,"Children,Adventure,Mystery,Animated",20151103,72500,20.0
Noticiero Telemundo 39 at 5pm,SH018252930000,News,20151102,230000,30.0
Halls of Fame,EP000195390422,"Sports non-event,Biography",20151205,43000,30.0
TV Forum,SH008947590000,Art,20151205,161000,40.0
Best Portable Cooktop,SH015669460000,Consumer,20151204,143000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151205,103000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151224,90000,30.0
Shadya,SH018936160000,"Special,Documentary",20151224,40000,60.0
Entertainment Tonight,EP000014577404,"Newsmagazine,Entertainment",20150830,40000,60.0
Entertainment Tonight,EP000014577404,"Newsmagazine,Entertainment",20150830,170000,60.0
Dance Moms,EP014266580014,"Reality,Dance",20150830,0,60.0
Catástrofes Aéreas: América Latina,EP016543550013,"Documentary,Aviation",20150830,180000,60.0
Altas Horas,SH004057940000,"Variety,Talk,Interview",20150830,33200,98.0
Entertainment Tonight,EP000014577487,"Newsmagazine,Entertainment",20151211,63800,28.0
Entertainment Tonight,EP000014577488,"Newsmagazine,Entertainment",20151212,60700,30.0
Entertainment Tonight,EP000014577488,"Newsmagazine,Entertainment",20151212,93000,30.0
NewsChannel 21 at 6,SH007328640000,News,20151211,23000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151212,80700,23.0
Entertainment Tonight,EP000014577428,"Newsmagazine,Entertainment",20151003,30500,30.0
St. James Baptist Church,SH000221610000,Religious,20151003,130000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151003,103000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151004,123000,30.0
Entertainment Tonight,EP000014577483,"Newsmagazine,Entertainment",20151207,63000,60.0
Entertainment Tonight,EP000014577484,"Newsmagazine,Entertainment",20151208,63700,30.0
Expressions,EP000309400022,Music,20150803,30000,60.0
Chopped Canada,EP018355630008,"Reality,Cooking",20150802,170000,60.0
GatorZone,SH006764060000,Sports talk,20150802,160000,30.0
Entertainment Tonight,EP000014577471,"Newsmagazine,Entertainment",20151123,50500,60.0
Mad Money,EP007323211500,"Bus./financial,News",20151124,93000,60.0
Entertainment Tonight,EP000014577491,"Newsmagazine,Entertainment",20151215,223000,30.0
Scooby-Doo! Misterios S.A.,SH014096110000,"Children,Adventure,Mystery,Animated",20151215,72500,35.0
Noticiero Telemundo 39 at 5pm,SH018252930000,News,20151215,230000,30.0
Entertainment Tonight,EP000014577416,"Newsmagazine,Entertainment",20150919,13000,30.0
Entertainment Tonight,EP000014577416,"Newsmagazine,Entertainment",20150919,63000,30.0
Entertainment Tonight,EP000014577462,"Newsmagazine,Entertainment",20151111,230000,30.0
GatorZone,SH006764060000,Sports talk,20151112,163000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151111,120000,30.0
CFAC Showcase,SH020123240000,null,20151111,160000,120.0
WAVE Sunrise News at 6am,SH020443520000,News,20151112,110000,60.0
Scooby-Doo! Misterios S.A.,SH014096110000,"Children,Adventure,Mystery,Animated",20151117,72500,20.0
Best Portable Cooktop,SH015669460000,Consumer,20151103,110000,30.0
Halls of Fame,EP000195390422,"Sports non-event,Biography",20151203,20000,30.0
Jukebox Oldies,SH011814120000,Music,20151202,70000,240.0
Wild About Animals,SH001536400000,"Animals,Educational",20151223,23000,30.0
Entertainment Tonight,EP000014577472,"Newsmagazine,Entertainment",20151124,80000,30.0
Mad Money,EP007323211500,"Bus./financial,News",20151124,93000,60.0
Halls of Fame,EP000195390429,"Sports non-event,Biography",20150705,53000,30.0
Dallas Social Café,SH021703500000,Public affairs,20150705,183000,30.0
Jukebox Oldies,SH011814120000,Music,20151105,110000,240.0
CFAC Showcase,SH020123240000,null,20151104,160000,120.0
NewsChannel 21 at 6,SH007328640000,News,20151208,23000,30.0
Jukebox Oldies,SH011814120000,Music,20151207,230000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20151208,193000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151209,90000,30.0
Entertainment Tonight,EP000014577403,"Newsmagazine,Entertainment",20150823,90000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150823,63300,30.0
Action News Weekend 6AM,SH018752760000,News,20150809,100000,60.0
Prophecy Watchers,SH021304780000,Religious,20150809,93000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150509,73000,30.0
Entertainment Tonight,EP000014577463,"Newsmagazine,Entertainment",20151113,73000,30.0
Saving Westbrook High,MV005180780000,Drama,20151113,200000,120.0
WAVE Sunrise News at 6am,SH020443520000,News,20151113,110000,60.0
Entertainment Tonight,EP000014577493,"Newsmagazine,Entertainment",20151218,0,30.0
Entertainment Tonight,EP000014577479,"Newsmagazine,Entertainment",20151202,73700,30.0
Diálogos en Confianza,SH002031840000,Talk,20151202,153000,120.0
Great Value Jewelry from Gemporia,SH022897580000,Shopping,20151201,190000,60.0
Entertainment Tonight,EP000014577466,"Newsmagazine,Entertainment",20151117,23000,30.0
The Social,EP017742720682,Talk,20151117,200000,60.0
North Coast News at 11PM,SH022835410000,"News,Community",20151117,70000,35.0
Entertainment Tonight,EP000014577283,"Newsmagazine,Entertainment",20150418,63700,28.0
Entertainment Tonight,EP000014577295,"Newsmagazine,Entertainment",20150418,230000,60.0
Jukebox Oldies,SH011814120000,Music,20150419,20000,300.0
CNN Marketplace Africa,SH012571640000,"Bus./financial,News",20150419,0,15.0
Best Portable Cooktop,SH015669460000,Consumer,20150418,13000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150419,153000,30.0
Ahora en Nuestra Comunidad,SH009253330000,Public affairs,20150927,110000,30.0
Scooby-Doo! Misterios S.A.,SH014096110000,"Children,Adventure,Mystery,Animated",20150928,72500,20.0
Entertainment Tonight,EP000014577445,"Newsmagazine,Entertainment",20151023,83700,30.0
Jukebox Oldies,SH011814120000,Music,20151022,20000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20151022,113000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20160101,110000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20160101,190000,30.0
Wild About Animals,EP001536400359,"Animals,Educational",20150705,123000,30.0
Cool Runnings,MV000374010000,Comedy-drama,20150704,12000,100.0
Jukebox Oldies,SH011814120000,Music,20150704,220000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20150704,220000,30.0
Entertainment Tonight,EP000014577402,"Newsmagazine,Entertainment",20150816,190000,60.0
Entertainment Tonight,EP000014577447,"Newsmagazine,Entertainment",20151026,80200,60.0
Passing Strange The Movie,MV002628030000,Musical,20151026,141000,140.0
Best Portable Cooktop,SH015669460000,Consumer,20151026,53000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151027,93500,25.0
Entertainment Tonight,EP000014577318,"Newsmagazine,Entertainment",20150510,53500,60.0
Entertainment Tonight,EP000014577318,"Newsmagazine,Entertainment",20150510,80000,60.0
Dance Moms,EP014266580082,"Reality,Dance",20150510,80000,60.0
Prince of Persia: The Sands of Time,MV002527820000,"Adventure,Action,Fantasy",20150510,183000,150.0
Entertainment Tonight,EP000014577372,"Newsmagazine,Entertainment",20150712,73500,60.0
Dance Moms,EP014266580018,"Reality,Dance",20150712,40000,60.0
NBC 4 News,SH007662750000,News,20150713,0,30.0
Mad Money,EP007323211488,"Bus./financial,News",20151106,93000,60.0
UFC 167: Prelims,SH018090830000,"Sports event,Mixed martial arts",20151106,110000,120.0
Entertainment Tonight,EP000014577411,"Newsmagazine,Entertainment",20150913,43000,60.0
Destination Polaris,SH011604420000,"Sports non-event,Outdoors",20150913,160000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150913,53500,25.0
CNN Marketplace Africa,SH012571640000,"Bus./financial,News",20150427,10000,15.0
Best Portable Cooktop,SH015669460000,Consumer,20150426,130000,30.0
Mad Money,EP007323211496,"Bus./financial,News",20151118,93000,60.0
Entertainment Tonight,EP000014577469,"Newsmagazine,Entertainment",20151120,90700,30.0
KEYE News at Five,SH005165670000,News,20151120,230000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151121,73700,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151121,110000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151121,190000,30.0
Jukebox Oldies,SH011814120000,Music,20151031,20000,240.0
Drugged,EP013593590003,"Documentary,Science",20150419,190000,60.0
Entertainment Tonight,EP000014577385,"Newsmagazine,Entertainment",20150815,20000,30.0
The Time Machine,MV001173170000,"Science fiction,Action,Adventure,Fantasy",20150816,0,120.0
Wild About Animals,EP001536400354,"Animals,Educational",20150426,123000,30.0
Mad Money,EP007323211481,"Bus./financial,News",20151028,70000,60.0
The Man With One Red Shoe,MV000188290000,Comedy,20151028,73500,95.0
Jukebox Oldies,SH011814120000,Music,20151028,180000,240.0
La Guerrera,EP018592360126,"Soap,Drama",20151126,50000,60.0
Mark,SH000531470000,Religious,20151125,110000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20151126,73000,30.0
Entertainment Tonight,EP000014577438,"Newsmagazine,Entertainment",20151015,83000,30.0
Jukebox Oldies,SH011814120000,Music,20151015,140000,240.0
Jukebox Oldies,SH011814120000,Music,20151016,140000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20151015,120000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151015,190000,30.0
NewsChannel 21 at 6,SH007328640000,News,20150517,10000,30.0
Entertainment Tonight,EP000014577319,"Newsmagazine,Entertainment",20150518,50000,60.0
Cheyenne Takes Over,MV000152120000,Western,20150517,94500,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150517,130000,30.0
Entertainment Tonight,EP000014577272,"Newsmagazine,Entertainment",20150329,160000,60.0
Wild About Animals,EP001536400358,"Animals,Educational",20150328,123000,30.0
Wild About Animals,EP001536400358,"Animals,Educational",20150328,150000,30.0
CNN Marketplace Africa,SH012571640000,"Bus./financial,News",20150328,150000,15.0
The Clemente Effect,SH016943030000,"Special,Sports non-event,Baseball",20150328,170000,90.0
Entertainment Tonight,EP000014577405,"Newsmagazine,Entertainment",20150906,73500,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150905,203000,30.0
Entertainment Tonight,EP000014577474,"Newsmagazine,Entertainment",20151126,63800,28.0
Best Portable Cooktop,SH015669460000,Consumer,20151127,70000,30.0
Entertainment Tonight,EP000014577293,"Newsmagazine,Entertainment",20150502,61200,30.0
Provost Distinguished Lectures,SH010152400000,Community,20150502,110000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150502,113000,30.0
